GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000175087	1	26437664	26452034	33	2	305495	0.040475	0.48386	PDIK1L
ENSG00000197245	1	26485511	26489119	9	4	305495	-0.18241	0.57237	FAM110D
ENSG00000142684	1	26496362	26498551	10	3	305495	-1.1434	0.87357	ZNF593
ENSG00000142675	1	26503894	26516377	27	7	305495	0.48945	0.31226	CNKSR1
ENSG00000188782	1	26517052	26529459	60	9	305495	-1.2163	0.88807	CATSPER4
ENSG00000130695	1	26560691	26605299	151	12	305495	-1.3045	0.90397	CEP85
ENSG00000142669	1	26605667	26608007	6	2	305495	-0.93176	0.82427	SH3BGRL3
ENSG00000158062	1	26607819	26644854	140	11	305495	-1.524	0.93625	UBXN11
ENSG00000169442	1	26644448	26647014	14	3	305495	-1.818	0.96547	CD52
ENSG00000176092	1	26648350	26680621	98	13	305495	-1.0737	0.85852	AIM1L
ENSG00000176083	1	26688125	26701013	52	8	305495	-0.54447	0.70694	ZNF683
ENSG00000131914	1	26737269	26756213	34	10	305495	-0.96375	0.83241	LIN28A
ENSG00000117682	1	26758773	26797785	68	14	305495	-0.22765	0.59004	DHDDS
ENSG00000198830	1	26798941	26802463	5	2	305495	0.71588	0.23703	HMGN2
ENSG00000117676	1	26856252	26901521	94	11	305495	-0.68855	0.75445	RPS6KA1
ENSG00000117713	1	27022524	27108595	126	7	305495	0.67827	0.2488	ARID1A
ENSG00000060642	1	27113963	27124889	14	4	305495	0.98232	0.16297	PIGV
ENSG00000204160	1	27153201	27184093	52	7	305495	1.1498	0.12512	ZDHHC18
ENSG00000175793	1	27189633	27190947	1	1	305495	-1.5706	0.94186	SFN
ENSG00000142751	1	27202624	27216788	24	5	305495	0.96063	0.16837	GPN2
ENSG00000198746	1	27216979	27226957	15	5	305495	1.2558	0.1046	GPATCH3
ENSG00000090273	1	27226729	27273353	81	11	305495	0.84769	0.19831	NUDC
ENSG00000131910	1	27237980	27240457	5	2	305495	0.34565	0.3648	NR0B2
ENSG00000175707	1	27276053	27286897	13	4	305495	2.5103	0.0060318	C1orf172
ENSG00000253368	1	27320198	27327389	8	3	305495	2.6552	0.0039632	TRNP1
ENSG00000158246	1	27331511	27339327	7	3	305495	-0.51052	0.69516	FAM46B
ENSG00000090020	1	27425306	27493472	81	8	305495	-0.87846	0.81015	SLC9A1
ENSG00000142784	1	27561007	27635110	122	13	305495	0.32073	0.37421	WDTC1
ENSG00000186501	1	27648651	27662891	35	8	305495	0.96591	0.16705	TMEM222
ENSG00000142765	1	27668513	27680421	32	10	305495	0.094882	0.4622	SYTL1
ENSG00000142733	1	27681675	27693383	28	8	305495	2.234	0.012742	MAP3K6
ENSG00000142748	1	27695603	27701315	5	3	305495	0.81917	0.20634	FCN3
ENSG00000174950	1	27705666	27709870	6	2	305495	-0.56186	0.71289	CD164L2
ENSG00000181773	1	27719148	27722318	3	2	305495	0.67978	0.24832	GPR3
ENSG00000158195	1	27730730	27816669	146	8	305495	-0.61961	0.73224	WASF2
ENSG00000126705	1	27860546	27930942	77	10	305495	0.36537	0.35742	AHDC1
ENSG00000000938	1	27938575	27961788	48	7	305495	-0.54743	0.70796	FGR
ENSG00000126709	1	27992572	27998729	13	2	305495	-0.23014	0.59101	IFI6
ENSG00000009780	1	28052490	28089633	76	3	305495	-0.78125	0.78267	FAM76A
ENSG00000117758	1	28099694	28150963	59	4	305495	-1.1105	0.86661	STX12
ENSG00000117751	1	28157289	28178187	25	4	305495	0.023707	0.49054	PPP1R8
ENSG00000130775	1	28199055	28213196	48	9	305495	0.64797	0.2585	THEMIS2
ENSG00000117748	1	28218035	28241257	61	4	305495	1.4388	0.075107	RPA2
ENSG00000130768	1	28261504	28285668	75	9	305495	-0.32917	0.62899	SMPDL3B
ENSG00000158156	1	28285973	28294607	21	7	305495	-0.57584	0.71764	XKR8
ENSG00000158161	1	28296855	28415207	295	25	305495	-0.38106	0.64842	EYA3
ENSG00000169403	1	28473677	28520447	52	11	305495	0.26531	0.39539	PTAFR
ENSG00000126698	1	28525967	28559536	101	11	305495	0.33096	0.37034	DNAJC8
ENSG00000130770	1	28562620	28573417	46	4	305495	0.16134	0.43591	ATPIF1
ENSG00000130766	1	28586038	28609002	57	12	305495	1.1459	0.12591	SESN2
ENSG00000130772	1	28655513	28662476	9	4	305495	-0.73693	0.76942	MED18
ENSG00000204138	1	28696114	28826881	454	16	305495	1.3112	0.0949	PHACTR4
ENSG00000180198	1	28832455	28865812	92	10	305495	1.1132	0.13281	RCC1
ENSG00000180098	1	28879597	28905051	54	10	305495	1.7884	0.036856	TRNAU1AP
ENSG00000120656	1	28915835	28969597	72	13	305495	1.5299	0.063016	TAF12
ENSG00000188060	1	28918712	28921955	6	3	305495	0.23099	0.40866	RAB42
ENSG00000162419	1	28995244	29045865	77	6	305495	0.40593	0.3424	GMEB1
ENSG00000198492	1	29063133	29096287	70	6	305495	0.22293	0.41179	YTHDF2
ENSG00000116329	1	29138654	29190208	174	20	305495	1.0446	0.1481	OPRD1
ENSG00000159023	1	29213603	29446553	468	33	305495	-0.084928	0.53384	EPB41
ENSG00000253304	1	29445940	29450447	11	4	305495	0.70417	0.24066	TMEM200B
ENSG00000116350	1	29474255	29508499	73	15	305495	-1.9733	0.97577	SRSF4
ENSG00000116353	1	29519385	29557454	103	16	305495	-2.6794	0.99631	MECR
ENSG00000060656	1	29563028	29653325	223	30	305495	0.95008	0.17104	PTPRU
ENSG00000162510	1	31184124	31196434	41	4	305495	1.5062	0.066005	MATN1
ENSG00000162511	1	31205316	31230667	43	13	305495	1.1459	0.12591	LAPTM5
ENSG00000162512	1	31342314	31381608	78	19	305495	0.63171	0.26379	SDC3
ENSG00000134644	1	31404353	31538838	290	21	305495	0.11147	0.45562	PUM1
ENSG00000084628	1	31652592	31712401	248	16	305495	0.58026	0.28087	NKAIN1
ENSG00000060688	1	31732417	31769662	111	7	305495	0.030603	0.48779	SNRNP40
ENSG00000121766	1	31769842	31837783	175	10	305495	0.13756	0.44529	ZCCHC17
ENSG00000121769	1	31838472	31849697	21	7	305495	-0.56922	0.7154	FABP3
ENSG00000168528	1	31882412	31907525	74	8	305495	0.37911	0.3523	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	305495	1.0703	0.14223	AC114494.1
ENSG00000142910	1	32042116	32053288	10	6	305495	-0.61842	0.73185	TINAGL1
ENSG00000121764	1	32083287	32098119	35	4	305495	-1.1693	0.87886	HCRTR1
ENSG00000162517	1	32095463	32110497	26	3	305495	-1.1463	0.87416	PEF1
ENSG00000084636	1	32117848	32169920	96	16	305495	-0.68899	0.75459	COL16A1
ENSG00000121753	1	32192718	32230494	43	7	305495	-0.84708	0.80153	BAI2
ENSG00000134668	1	32256023	32281652	36	12	305495	0.44565	0.32792	SPOCD1
ENSG00000184007	1	32372022	32410457	51	8	305495	1.5499	0.060579	PTP4A2
ENSG00000212673	1	32379174	32380745	1	1	305495	1.4362	0.075477	AL136115.1
ENSG00000121774	1	32479430	32526451	26	15	305495	0.63957	0.26123	KHDRBS1
ENSG00000121775	1	32537632	32568467	54	8	305495	-0.065631	0.52616	TMEM39B
ENSG00000025800	1	32573639	32642169	98	9	305495	-0.031312	0.51249	KPNA6
ENSG00000084652	1	32645287	32663886	37	9	305495	-1.2122	0.88728	TXLNA
ENSG00000160050	1	32665987	32670988	4	2	305495	0.015239	0.49392	CCDC28B
ENSG00000160051	1	32671236	32674288	5	1	305495	-0.17467	0.56933	IQCC
ENSG00000222046	1	32674695	32681797	13	6	305495	-0.36932	0.64406	DCDC2B
ENSG00000160055	1	32680073	32687972	14	5	305495	-0.54824	0.70824	TMEM234
ENSG00000084623	1	32687529	32697205	11	2	305495	-0.08128	0.53239	EIF3I
ENSG00000183615	1	32712834	32714457	2	1	305495	-0.58355	0.72024	FAM167B
ENSG00000182866	1	32716840	32751766	39	13	305495	-0.13219	0.55258	LCK
ENSG00000116478	1	32757687	32799236	22	13	305495	-2.0158	0.97809	HDAC1
ENSG00000162526	1	32817122	32829913	5	3	305495	-0.29083	0.61441	TSSK3
ENSG00000225828	1	32826871	32829879	1	1	305495	0.13235	0.44735	FAM229A
ENSG00000160058	1	32830704	32860332	21	11	305495	0.80087	0.2116	BSDC1
ENSG00000254553	1	32930658	33066393	291	11	305495	0.97282	0.16532	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	27	6	305495	-1.4964	0.93273	ZBTB8B
ENSG00000160062	1	33005028	33071540	174	8	305495	0.97321	0.16523	ZBTB8A
ENSG00000176261	1	33065773	33116504	122	5	305495	-0.38691	0.65059	ZBTB8OS
ENSG00000162521	1	33116743	33151812	93	3	305495	-0.20844	0.58256	RBBP4
ENSG00000162520	1	33145507	33169197	53	3	305495	-0.58031	0.71915	SYNC
ENSG00000162522	1	33207486	33240571	52	12	305495	-0.44268	0.671	KIAA1522
ENSG00000134684	1	33240840	33283754	91	11	305495	-0.35557	0.63892	YARS
ENSG00000116497	1	33282368	33324476	71	10	305495	0.22015	0.41288	S100PBP
ENSG00000160097	1	33327869	33338083	13	4	305495	-0.20129	0.57977	FNDC5
ENSG00000121905	1	33351595	33364042	17	5	305495	-0.85748	0.80441	HPCA
ENSG00000121900	1	33360195	33367039	10	3	305495	-0.77827	0.7818	TMEM54
ENSG00000116514	1	33402046	33430286	63	7	305495	-1.0981	0.86391	RNF19B
ENSG00000004455	1	33473585	33546597	135	11	305495	-0.59117	0.7228	AK2
ENSG00000142920	1	33546705	33586131	53	11	305495	-0.48182	0.68503	ADC
ENSG00000116525	1	33611003	33647660	83	5	305495	0.61057	0.27074	TRIM62
ENSG00000160094	1	33722146	33766320	82	13	305495	0.38833	0.34889	ZNF362
ENSG00000184389	1	33772367	33786699	45	9	305495	-0.46296	0.6783	A3GALT2
ENSG00000134686	1	33789224	33896653	355	28	305495	0.035052	0.48602	PHC2
ENSG00000121903	1	33938246	33962107	55	5	305495	2.6495	0.0040308	ZSCAN20
ENSG00000121904	1	33979609	34631443	1690	165	305495	0.94997	0.17106	CSMD2
ENSG00000176256	1	34326076	34330392	8	3	305495	-1.7416	0.95921	HMGB4
ENSG00000142698	1	34632484	34684732	181	23	305495	-1.3286	0.90801	C1orf94
ENSG00000163866	1	35178338	35325417	507	59	305495	0.90616	0.18242	SMIM12
ENSG00000189280	1	35220648	35224113	9	3	305495	0.79433	0.2135	GJB5
ENSG00000189433	1	35225342	35229325	16	8	305495	1.5474	0.060879	GJB4
ENSG00000188910	1	35246790	35251970	16	6	305495	0.19393	0.42312	GJB3
ENSG00000187513	1	35258599	35261348	12	3	305495	0.10911	0.45656	GJA4
ENSG00000116544	1	35331037	35395186	72	22	305495	-0.68611	0.75368	DLGAP3
ENSG00000271741	1	35447134	35497342	94	3	305495	-1.2748	0.89881	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	10	2	305495	-0.09435	0.53758	ZMYM6NB
ENSG00000163867	1	35449523	35497569	87	3	305495	-1.4555	0.92723	ZMYM6
ENSG00000197056	1	35525387	35581460	96	9	305495	-1.0594	0.85529	ZMYM1
ENSG00000116560	1	35641979	35658749	28	2	305495	-0.95161	0.82935	SFPQ
ENSG00000146463	1	35734568	35887659	210	15	305495	0.67742	0.24907	ZMYM4
ENSG00000142687	1	35899091	36023551	158	18	305495	-0.3622	0.6414	KIAA0319L
ENSG00000020129	1	36023074	36032875	12	3	305495	0.5671	0.28532	NCDN
ENSG00000116819	1	36038971	36060929	24	7	305495	1.3106	0.095003	TFAP2E
ENSG00000126067	1	36067185	36107445	36	7	305495	0.64908	0.25814	PSMB2
ENSG00000142686	1	36179476	36185073	8	3	305495	-0.33335	0.63057	C1orf216
ENSG00000092853	1	36185819	36235568	60	7	305495	-0.37632	0.64666	CLSPN
ENSG00000134698	1	36273773	36323491	64	9	305495	-0.53676	0.70428	AGO4
ENSG00000092847	1	36335409	36395211	70	10	305495	0.02109	0.49159	AGO1
ENSG00000126070	1	36396319	36538101	154	14	305495	0.48524	0.31375	AGO3
ENSG00000092850	1	36549676	36553876	2	1	305495	0.46714	0.3202	TEKT2
ENSG00000116863	1	36554476	36559533	4	2	305495	1.9651	0.024704	ADPRHL2
ENSG00000171812	1	36560837	36590821	64	9	305495	0.59773	0.27501	COL8A2
ENSG00000054116	1	36602173	36615098	22	2	305495	0.50521	0.3067	TRAPPC3
ENSG00000116871	1	36621180	36646450	38	8	305495	1.7606	0.039149	MAP7D1
ENSG00000054118	1	36690017	36770958	105	9	305495	-0.15526	0.56169	THRAP3
ENSG00000214193	1	36771988	36790484	23	5	305495	0.0094222	0.49624	SH3D21
ENSG00000142694	1	36787632	36789755	2	1	305495	-1.2949	0.90232	EVA1B
ENSG00000116883	1	36789335	36794822	14	4	305495	0.39041	0.34812	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	52	6	305495	-0.26352	0.60393	STK40
ENSG00000181817	1	36856839	36863493	37	4	305495	0.61301	0.26994	LSM10
ENSG00000116885	1	36881428	36916086	151	7	305495	-0.55616	0.71095	OSCP1
ENSG00000116898	1	36921319	36930038	40	6	305495	-1.1456	0.87402	MRPS15
ENSG00000119535	1	36931644	36948879	38	9	305495	0.44281	0.32895	CSF3R
ENSG00000163873	1	37261128	37499730	448	52	305495	-0.087264	0.53477	GRIK3
ENSG00000163874	1	37940153	37949980	12	4	305495	1.1869	0.11763	ZC3H12A
ENSG00000163875	1	37958176	37980375	75	12	305495	1.6359	0.050928	MEAF6
ENSG00000163877	1	38000050	38019903	49	10	305495	0.51842	0.30208	SNIP1
ENSG00000163879	1	38022520	38032458	29	7	305495	-0.16713	0.56636	DNALI1
ENSG00000134697	1	38032417	38061536	73	12	305495	1.0723	0.14179	GNL2
ENSG00000169218	1	38076951	38100595	62	11	305495	-0.13637	0.55423	RSPO1
ENSG00000116922	1	38147242	38157914	43	5	305495	-0.13577	0.554	C1orf109
ENSG00000134690	1	38158090	38175391	58	9	305495	0.36657	0.35697	CDCA8
ENSG00000183317	1	38179552	38230805	213	21	305495	-1.0857	0.8612	EPHA10
ENSG00000185090	1	38259474	38266809	7	3	305495	-1.7296	0.95815	MANEAL
ENSG00000196449	1	38268616	38273857	11	3	305495	-0.79522	0.78676	YRDC
ENSG00000197982	1	38272651	38275126	1	1	305495	-0.91016	0.81863	C1orf122
ENSG00000188786	1	38275239	38325292	87	14	305495	-1.8744	0.96956	MTF1
ENSG00000230610	1	38292232	38293886	2	1	305495	0.1452	0.44228	AL929472.1
ENSG00000204084	1	38326369	38412729	227	25	305495	-1.341	0.91003	INPP5B
ENSG00000183431	1	38422647	38456593	109	11	305495	-0.45259	0.67458	SF3A3
ENSG00000183386	1	38462442	38471278	8	3	305495	0.39543	0.34626	FHL3
ENSG00000183520	1	38474930	38490496	25	8	305495	-0.7837	0.78339	UTP11L
ENSG00000185668	1	38509523	38512450	2	1	305495	-0.68744	0.7541	POU3F1
ENSG00000116954	1	39303870	39325495	58	12	305495	-1.5391	0.93811	RRAGC
ENSG00000214114	1	39328636	39347289	49	8	305495	-0.35759	0.63967	MYCBP
ENSG00000131233	1	39330175	39347289	48	8	305495	-0.33312	0.63048	GJA9
ENSG00000158315	1	39351479	39407471	181	25	305495	-0.24619	0.59723	RHBDL2
ENSG00000174574	1	39456895	39471731	56	6	305495	-0.13169	0.55238	AKIRIN1
ENSG00000168653	1	39491990	39500308	37	4	305495	-0.18709	0.57421	NDUFS5
ENSG00000127603	1	39546988	39952849	872	38	305495	-2.1313	0.98347	MACF1
ENSG00000255103	1	39876151	39882154	12	5	305495	-0.61566	0.73094	KIAA0754
ENSG00000183682	1	39957318	39991607	93	18	305495	-1.3637	0.91366	BMP8A
ENSG00000090621	1	40026488	40042462	38	9	305495	-1.2235	0.88943	PABPC4
ENSG00000163909	1	40089825	40105617	30	11	305495	-0.6959	0.75675	HEYL
ENSG00000116981	1	40124793	40137710	20	6	305495	-1.7431	0.95934	NT5C1A
ENSG00000116983	1	40144320	40157361	77	12	305495	0.84279	0.19967	HPCAL4
ENSG00000084072	1	40157854	40229586	190	31	305495	1.3684	0.085587	PPIE
ENSG00000116985	1	40222854	40254533	121	17	305495	1.2333	0.10874	BMP8B
ENSG00000198754	1	40235195	40237020	2	1	305495	1.2253	0.11024	OXCT2
ENSG00000043514	1	40306723	40349183	130	13	305495	0.14555	0.44214	TRIT1
ENSG00000116990	1	40361098	40367928	16	8	305495	-0.4941	0.68938	MYCL
ENSG00000168389	1	40420802	40435638	16	7	305495	-1.5483	0.93923	MFSD2A
ENSG00000131236	1	40505905	40538321	125	8	305495	0.42261	0.33629	CAP1
ENSG00000131238	1	40538379	40563375	98	10	305495	0.38469	0.35023	PPT1
ENSG00000117000	1	40627045	40706593	106	15	305495	0.33702	0.36805	RLF
ENSG00000188800	1	40711619	40717363	8	5	305495	0.15068	0.44011	TMCO2
ENSG00000084073	1	40723779	40759856	48	9	305495	0.30353	0.38074	ZMPSTE24
ENSG00000049089	1	40766159	40783488	65	10	305495	-2.448	0.99282	COL9A2
ENSG00000084070	1	40810522	40888998	186	27	305495	0.72836	0.2332	SMAP2
ENSG00000187801	1	40915774	40929390	53	15	305495	-1.6518	0.95071	ZFP69B
ENSG00000187815	1	40942887	40962015	58	10	305495	-0.39435	0.65334	ZFP69
ENSG00000164002	1	40974413	40982228	35	8	305495	-0.36918	0.644	EXO5
ENSG00000117010	1	40997233	41013841	62	9	305495	-0.47678	0.68324	ZNF684
ENSG00000117016	1	41086351	41131329	127	17	305495	-0.049579	0.51977	RIMS3
ENSG00000066136	1	41157320	41237275	227	19	305495	-0.26752	0.60547	NFYC
ENSG00000117013	1	41249684	41306124	133	27	305495	-0.76547	0.778	KCNQ4
ENSG00000179862	1	41326729	41328018	10	3	305495	-0.85412	0.80348	CITED4
ENSG00000171793	1	41445007	41478235	99	21	305495	0.78593	0.21595	CTPS1
ENSG00000171790	1	41481269	41488909	31	8	305495	1.6437	0.050123	SLFNL1
ENSG00000010803	1	41492872	41707826	612	27	305495	1.5456	0.061103	SCMH1
ENSG00000204060	1	41827594	41849262	58	11	305495	-0.45845	0.67669	FOXO6
ENSG00000127129	1	41944446	41950344	15	4	305495	0.45486	0.32461	EDN2
ENSG00000127124	1	41972036	42501596	1446	84	305495	-0.15014	0.55967	HIVEP3
ENSG00000044012	1	42619092	42621495	9	4	305495	-0.48965	0.68781	GUCA2B
ENSG00000197273	1	42628362	42630389	5	3	305495	0.11571	0.45394	GUCA2A
ENSG00000198815	1	42642210	42801548	302	15	305495	1.2119	0.11277	FOXJ3
ENSG00000177181	1	42846466	42888249	158	8	305495	-1.4925	0.93221	RIMKLA
ENSG00000066185	1	42896000	42921938	92	9	305495	-0.5151	0.69676	ZMYND12
ENSG00000127125	1	42921788	42939056	41	6	305495	-0.82975	0.79666	PPCS
ENSG00000186409	1	42929001	43120335	627	22	305495	-1.3008	0.90333	CCDC30
ENSG00000171960	1	43124096	43142429	35	9	305495	-0.49384	0.68929	PPIH
ENSG00000065978	1	43148098	43168020	44	11	305495	-0.42495	0.66456	YBX1
ENSG00000164007	1	43198764	43205925	17	5	305495	-1.0754	0.85891	CLDN19
ENSG00000117385	1	43212006	43232755	49	11	305495	-0.33831	0.63244	LEPRE1
ENSG00000164008	1	43232940	43263968	47	9	305495	0.21545	0.41471	C1orf50
ENSG00000177868	1	43272723	43282954	28	8	305495	-0.15122	0.5601	CCDC23
ENSG00000164010	1	43282795	43310660	49	10	305495	-1.0882	0.86175	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	305495	-0.88158	0.811	ZNF691
ENSG00000117394	1	43391052	43424530	134	15	305495	1.3368	0.090647	SLC2A1
ENSG00000186973	1	43610824	43622067	48	8	305495	1.3342	0.091064	FAM183A
ENSG00000117395	1	43629846	43736607	409	34	305495	1.6166	0.052988	EBNA1BP2
ENSG00000243710	1	43637820	43720029	331	27	305495	1.4066	0.079769	WDR65
ENSG00000179178	1	43735665	43739673	8	5	305495	1.1956	0.11593	TMEM125
ENSG00000253313	1	43747554	43751288	5	3	305495	-1.199	0.88473	C1orf210
ENSG00000066056	1	43766664	43788779	32	4	305495	1.2731	0.1015	TIE1
ENSG00000117400	1	43803478	43818443	15	4	305495	0.79222	0.21412	MPL
ENSG00000117399	1	43824626	43828874	6	3	305495	1.2043	0.11424	CDC20
ENSG00000066322	1	43829068	43833696	7	4	305495	1.4712	0.070613	ELOVL1
ENSG00000159479	1	43849588	43855479	4	2	305495	-0.010256	0.50409	MED8
ENSG00000198198	1	43855553	43918321	94	9	305495	0.018646	0.49256	SZT2
ENSG00000178922	1	43916824	43919660	6	3	305495	-1.1568	0.87633	HYI
ENSG00000142949	1	43990858	44089343	259	18	305495	0.36525	0.35746	PTPRF
ENSG00000066135	1	44115829	44171186	88	12	305495	1.2028	0.11453	KDM4A
ENSG00000126091	1	44171495	44396831	559	25	305495	0.95956	0.16864	ST3GAL3
ENSG00000117407	1	44398992	44402913	10	3	305495	1.2207	0.11109	ARTN
ENSG00000117408	1	44412611	44433694	33	5	305495	1.6198	0.052636	IPO13
ENSG00000132768	1	44435672	44439041	3	1	305495	0.27202	0.39281	DPH2
ENSG00000117410	1	44440159	44443967	8	4	305495	1.2412	0.10726	ATP6V0B
ENSG00000117411	1	44444615	44456840	16	4	305495	0.9826	0.1629	B4GALT2
ENSG00000159214	1	44457031	44462200	8	3	305495	0.77615	0.21883	CCDC24
ENSG00000196517	1	44457172	44497139	78	15	305495	1.1182	0.13175	SLC6A9
ENSG00000171872	1	44584522	44600812	48	10	305495	-1.3622	0.91344	KLF17
ENSG00000178028	1	44679127	44686353	12	5	305495	-1.5332	0.93739	DMAP1
ENSG00000117419	1	44686742	44820932	205	19	305495	-0.95611	0.83049	ERI3
ENSG00000187147	1	44870866	45117396	637	88	305495	0.036279	0.48553	RNF220
ENSG00000126106	1	45100910	45140227	89	7	305495	0.48646	0.31332	TMEM53
ENSG00000198520	1	45140364	45191263	63	23	305495	0.70385	0.24076	C1orf228
ENSG00000142945	1	45205490	45233439	60	8	305495	0.74999	0.22663	KIF2C
ENSG00000142937	1	45240923	45244451	7	4	305495	0.2722	0.39273	RPS8
ENSG00000142959	1	45249257	45253377	2	1	305495	0.27736	0.39075	BEST4
ENSG00000173846	1	45265897	45271662	10	3	305495	0.84503	0.19905	PLK3
ENSG00000188396	1	45271585	45272957	2	1	305495	0.51273	0.30407	TCTEX1D4
ENSG00000222009	1	45274154	45281257	14	3	305495	-0.30426	0.61954	BTBD19
ENSG00000117425	1	45285516	45308735	55	7	305495	0.11732	0.4533	PTCH2
ENSG00000070785	1	45316450	45452282	375	17	305495	0.16629	0.43396	EIF2B3
ENSG00000126107	1	45468212	45477001	21	4	305495	0.5453	0.29277	HECTD3
ENSG00000126088	1	45477819	45481247	7	3	305495	0.89987	0.18409	UROD
ENSG00000162415	1	45482071	45771881	637	26	305495	-0.29563	0.61624	ZSWIM5
ENSG00000132781	1	45794835	45806142	16	7	305495	1.3949	0.081526	MUTYH
ENSG00000132773	1	45805342	45809647	5	3	305495	-0.61435	0.73051	TOE1
ENSG00000070759	1	45809555	45956872	249	17	305495	0.57906	0.28128	TESK2
ENSG00000236624	1	45959538	45965751	11	3	305495	0.68178	0.24769	CCDC163P
ENSG00000132763	1	45965725	45976739	22	4	305495	-0.19846	0.57866	MMACHC
ENSG00000117450	1	45976708	45988719	40	5	305495	-0.48022	0.68447	PRDX1
ENSG00000117448	1	46016215	46035721	46	7	305495	0.41505	0.33905	AKR1A1
ENSG00000132780	1	46049518	46084566	56	6	305495	0.46957	0.31933	NASP
ENSG00000159588	1	46085716	46089729	9	2	305495	-0.13035	0.55186	CCDC17
ENSG00000159592	1	46092976	46153785	141	7	305495	0.27948	0.38994	GPBP1L1
ENSG00000159596	1	46152886	46160115	14	2	305495	0.62931	0.26457	TMEM69
ENSG00000197429	1	46159996	46216322	131	6	305495	0.30753	0.37922	IPP
ENSG00000086015	1	46252659	46501796	555	15	305495	0.61931	0.26786	MAST2
ENSG00000117461	1	46505812	46642160	248	16	305495	0.61326	0.26985	PIK3R3
ENSG00000117472	1	46640745	46651630	4	2	305495	0.53327	0.29692	TSPAN1
ENSG00000085998	1	46654354	46685977	52	10	305495	0.18254	0.42758	POMGNT1
ENSG00000171357	1	46669006	46686933	27	10	305495	0.40674	0.3421	LURAP1
ENSG00000085999	1	46713360	46744145	37	11	305495	0.94851	0.17143	RAD54L
ENSG00000132128	1	46726868	46769280	41	11	305495	1.362	0.086596	LRRC41
ENSG00000173660	1	46769303	46782448	28	9	305495	1.3188	0.093623	UQCRH
ENSG00000117481	1	46805849	46830824	194	4	305495	0.47241	0.31832	NSUN4
ENSG00000117480	1	46859937	46879520	35	7	305495	0.1247	0.45038	FAAH
ENSG00000197587	1	46972668	46979898	27	8	305495	-0.21623	0.5856	DMBX1
ENSG00000162456	1	47011316	47017199	17	5	305495	0.9501	0.17103	KNCN
ENSG00000079277	1	47023090	47082515	129	12	305495	0.20359	0.41934	MKNK1
ENSG00000142961	1	47073387	47082563	18	2	305495	0.94498	0.17233	MOB3C
ENSG00000123472	1	47098409	47139539	144	9	305495	-1.492	0.93215	ATPAF1
ENSG00000159658	1	47124366	47184824	162	11	305495	-1.4081	0.92045	EFCAB14
ENSG00000186118	1	47134527	47139266	9	3	305495	-1.4831	0.93098	TEX38
ENSG00000142973	1	47223510	47285085	142	19	305495	-0.19318	0.57659	CYP4B1
ENSG00000187048	1	47394849	47407156	32	4	305495	-0.8717	0.80831	CYP4A11
ENSG00000186377	1	47427036	47516423	188	17	305495	0.84195	0.19991	CYP4X1
ENSG00000186160	1	47533160	47583991	159	6	305495	0.95725	0.16922	CYP4Z1
ENSG00000162365	1	47603107	47615413	44	5	305495	0.9532	0.17025	CYP4A22
ENSG00000162366	1	47649265	47656716	11	5	305495	0.10727	0.45729	PDZK1IP1
ENSG00000162367	1	47681962	47697892	35	7	305495	0.81125	0.20861	TAL1
ENSG00000123473	1	47715811	47779819	165	10	305495	-0.51638	0.69721	STIL
ENSG00000162368	1	47799469	47844511	130	12	305495	-1.2745	0.89876	CMPK1
